UID,Year,CropCode,pctcov
348663,2017,61,0.892
348663,2018,24,0.962
348663,2019,1,0.935
348663,2020,61,0.856
348664,2006,61,0.691
348664,2007,1,0.776
348664,2008,61,0.912
348664,2009,24,0.909
348664,2010,61,0.931
348664,2011,24,0.911
348664,2012,24,0.879
348664,2013,1,0.89
348664,2014,61,0.794
348664,2015,24,0.948
348664,2016,1,0.899
348664,2017,61,0.905
348664,2018,24,0.941
348664,2019,1,0.887
348664,2020,61,0.905
348666,2006,24,0.566
348666,2007,1,0.668
348666,2008,61,0.462
348666,2009,24,0.719
348666,2010,1,0.876
348666,2011,61,0.576
348666,2012,24,0.758
348666,2013,1,0.962
348666,2014,61,0.591
348666,2015,24,0.895
348666,2016,1,0.921
348666,2017,61,0.624
348666,2018,24,0.89
348666,2019,1,0.948
348666,2020,61,0.649
348668,2006,520,0.89
348668,2007,520,0.877
348668,2008,520,0.946
348668,2009,520,0.928
348668,2010,520,0.892
348668,2011,520,0.904
348668,2012,520,0.886
348668,2013,520,0.929
348668,2014,520,0.921
348668,2015,520,0.905
348668,2016,520,0.905
348668,2017,520,0.905
348668,2018,520,0.905
348668,2019,520,0.903
348668,2020,520,0.903
348669,2006,1,0.928
348669,2007,24,0.961
348669,2008,1,0.998
348669,2009,5,0.835
348669,2010,1,0.974
348669,2011,4,0.528
348669,2012,1,0.998
348669,2013,4,0.69
348669,2014,1,0.931
348669,2015,1,0.985
348669,2016,1,0.996
348669,2017,1,0.998
348669,2018,24,0.774
348669,2019,1,0.957
348669,2020,61,0.982
348670,2006,520,0.479
348670,2007,520,0.794
348670,2008,520,0.878
348670,2009,520,0.827
348670,2010,520,0.829
348670,2011,520,0.96
348670,2012,520,0.942
348670,2013,520,0.822
348670,2014,520,0.879
348670,2015,520,0.796
348670,2016,520,0.77
348670,2017,520,0.806
348670,2018,520,0.821
348670,2019,520,0.853
348670,2020,520,0.849
348671,2006,1,0.576
348671,2007,1,0.627
348671,2008,1,0.679
348671,2009,1,0.682
348671,2010,1,0.447
348671,2011,1,0.881
348671,2012,1,0.344
348671,2013,24,0.589
348671,2014,24,0.566
348671,2015,1,0.823
348671,2016,1,0.842
348671,2017,1,0.732
348671,2018,1,0.692
348671,2019,1,0.817
348671,2020,1,0.81
348672,2006,1,0.871
348672,2007,1,0.535
348672,2008,61,0.63
348672,2009,1,0.698
348672,2010,1,0.828
348672,2011,1,0.773
348672,2012,1,0.826
348672,2013,61,0.615
348672,2014,24,0.86
348672,2015,1,0.975
348672,2016,1,1
348672,2017,1,0.866
348672,2018,1,1
348672,2019,24,0.664
348672,2020,1,0.936
348673,2006,1,0.923
348673,2007,1,0.973
348673,2008,1,0.961
348673,2009,1,0.989
348673,2010,1,0.989
348673,2011,1,0.955
348673,2012,1,0.999
348673,2013,1,0.97
348673,2014,1,0.939
348673,2015,1,0.961
348673,2016,1,0.986
348673,2017,1,0.995
348673,2018,1,0.998
348673,2019,1,0.994
348673,2020,1,0.504
348674,2006,24,0.914
348674,2007,520,0.435
348674,2008,24,0.837
348674,2009,1,0.848
348674,2010,61,0.948
348674,2011,24,0.986
348674,2012,1,0.924
348674,2013,61,0.715
348674,2014,24,0.954
348674,2015,1,0.521
348674,2016,61,0.916
348674,2017,24,0.933
348674,2018,1,0.935
348674,2019,61,0.902
348674,2020,24,0.935
348675,2006,520,0.592
348675,2007,520,1
348675,2008,520,0.886
348675,2009,520,0.959
348675,2010,520,0.924
348675,2011,520,0.82
348675,2012,520,0.851
348675,2013,520,0.914
348675,2014,520,0.926
348675,2015,520,0.907
348675,2016,520,0.907
348675,2017,520,0.907
348675,2018,520,0.907
348675,2019,520,0.907
348675,2020,520,0.907
348676,2006,61,0.908
348676,2007,24,0.845
348676,2008,61,0.857
348676,2009,24,0.959
348676,2010,61,0.892
348676,2011,24,0.958
348676,2012,61,0.911
348676,2013,24,0.96
348676,2014,61,0.817
348676,2015,24,0.898
348676,2016,1,0.935
348676,2017,61,0.928
348676,2018,61,0.96
348676,2019,24,0.985
348676,2020,1,0.623
348677,2006,61,0.777
348677,2007,24,0.573
348677,2008,24,0.692
348677,2009,1,0.838
348677,2010,61,0.761
348677,2011,24,0.816
348677,2012,1,0.776
348677,2013,61,0.689
348677,2014,24,0.783
348677,2015,1,0.795
348677,2016,61,0.673
348677,2017,5,0.54
348677,2018,1,0.806
348677,2019,1,0.871
348677,2020,61,0.878
348678,2006,1,0.754
348678,2007,520,0.65
348678,2008,1,0.884
348678,2009,61,0.673
348678,2010,24,0.636
348678,2011,1,0.89
348678,2012,1,0.875
348678,2013,1,0.819
348678,2014,61,0.502
348678,2015,24,0.737
348678,2016,1,0.895
348678,2017,61,0.841
348678,2018,24,0.82
348678,2019,1,0.902
348678,2020,61,0.726
348680,2006,1,0.868
348680,2007,1,0.928
348680,2008,24,0.906
348680,2009,24,0.483
348680,2010,1,0.971
348680,2011,4,0.918
348680,2012,1,0.967
348680,2013,1,0.883
348680,2014,5,0.54
348680,2015,24,0.907
348680,2016,1,0.935
348680,2017,24,0.944
348680,2018,1,0.993
348680,2019,1,0.982
348680,2020,24,0.908
348681,2006,520,0.787
348681,2007,520,0.91
348681,2008,4,0.674
348681,2009,4,0.433
348681,2010,4,0.421
348681,2011,4,0.471
348681,2012,4,0.572
348681,2013,4,0.531
348681,2014,520,0.449
348681,2015,61,0.689
348681,2016,4,0.66
348681,2017,4,0.686
348681,2018,4,0.665
348681,2019,4,0.687
348681,2020,4,0.671
348685,2006,520,0.61
348685,2007,61,0.627
348685,2008,24,0.843
348685,2009,61,0.836
348685,2010,24,0.858
348685,2011,61,0.784
348685,2012,24,0.755
348685,2013,4,0.909
348685,2014,1,0.797
348685,2015,510,0.82
348685,2016,24,0.902
348685,2017,1,0.899
348685,2018,61,0.86
348685,2019,24,0.896
348685,2020,1,0.896
348686,2006,520,0.991
348686,2007,520,1
348686,2008,4,0.469
348686,2009,1,0.634
348686,2010,520,0.775
348686,2011,520,0.84
348686,2012,1,0.792
348686,2013,520,0.671
348686,2014,520,0.842
348686,2015,520,0.588
348686,2016,520,0.495
348686,2017,520,0.647
348686,2018,520,0.355
348686,2019,1,0.761
348686,2020,61,0.666
348687,2006,24,0.675
348687,2007,61,0.964
348687,2008,24,0.826
348687,2009,61,0.5
348687,2010,24,0.792
348687,2011,61,0.921
348687,2012,24,0.902
348687,2013,61,0.579
348687,2014,24,0.966
348687,2015,61,0.916
348687,2016,24,0.93
348687,2017,61,0.89
348687,2018,24,0.887
348687,2019,61,0.885
348687,2020,24,0.846
348688,2006,61,0.963
348688,2007,24,0.95
348688,2008,24,0.695
348688,2009,61,0.785
348688,2010,24,0.673
348688,2011,1,0.857
348688,2012,61,0.53
348688,2013,24,0.759
348688,2014,4,0.719
348688,2015,61,0.742
348688,2016,24,0.781
348688,2017,24,0.676
348688,2018,1,0.741
348688,2019,61,0.967
348688,2020,24,0.975
348689,2006,61,0.452
348689,2007,1,1
348689,2008,1,0.767
348689,2009,1,1
348689,2010,1,0.997
348689,2011,1,0.928
348689,2012,1,0.95
348689,2013,1,0.979
348689,2014,61,0.627
348689,2015,24,0.908
348689,2016,1,0.974
348689,2017,1,0.994
348689,2018,1,1
348689,2019,28,0.649
348689,2020,24,0.727
348690,2006,4,0.415
348690,2007,5,0.696
348690,2008,1,0.907
348690,2009,5,0.837
348690,2010,1,0.956
348690,2011,1,0.952
348690,2012,1,0.996
348690,2013,1,0.982
348690,2014,1,0.916
348690,2015,5,0.799
348690,2016,1,0.864
348690,2017,1,0.968
348690,2018,5,0.838
348690,2019,1,0.976
348690,2020,1,0.943
348691,2006,1,0.428
348691,2007,520,0.969
348691,2008,520,0.725
348691,2009,520,0.636
348691,2010,520,0.496
348691,2011,1,0.448
348691,2012,520,0.684
348691,2013,520,0.683
348691,2014,520,0.766
348691,2015,520,0.596
348691,2016,520,0.596
348691,2017,520,0.596
348691,2018,520,0.587
348691,2019,520,0.596
348691,2020,520,0.596
348692,2006,61,0.594
348692,2007,520,0.864
348692,2008,520,0.809
348692,2009,1,0.891
348692,2010,1,0.997
348692,2011,61,0.428
348692,2012,520,0.783
348692,2013,4,0.557
348692,2014,4,0.581
348692,2015,61,0.686
348692,2016,24,0.748
348692,2017,1,0.935
348692,2018,61,0.587
348692,2019,1,0.537
348692,2020,1,0.967
348693,2006,24,0.803
348693,2007,61,0.68
348693,2008,61,0.806
348693,2009,24,0.916
348693,2010,1,0.933
348693,2011,61,0.921
348693,2012,24,0.892
348693,2013,1,0.93
348693,2014,61,0.9
348693,2015,24,0.932
348693,2016,1,0.929
348693,2017,1,0.764
348693,2018,4,0.921
348693,2019,1,0.932
348693,2020,1,0.929
348694,2006,24,0.369
348694,2007,1,0.499
348694,2008,5,0.576
348694,2009,5,0.691
348694,2010,1,0.788
348694,2011,1,0.841
348694,2012,1,0.952
348694,2013,24,0.714
348694,2014,24,0.899
348694,2015,1,0.802
348694,2016,61,0.714
348694,2017,24,0.903
348694,2018,1,0.944
348694,2019,1,0.952
348694,2020,1,0.94
348695,2006,24,0.549
348695,2007,1,0.688
348695,2008,1,0.333
348695,2009,24,0.377
348695,2010,1,0.44
348695,2011,24,0.313
348695,2012,1,0.466
348695,2013,1,0.523
348695,2014,61,0.359
348695,2015,24,0.52
348695,2016,1,0.602
348695,2017,1,0.589
348695,2018,61,0.328
348695,2019,24,0.563
348695,2020,1,0.719
348696,2006,520,0.925
348696,2007,520,0.952
348696,2008,520,0.917
348696,2009,520,0.914
348696,2010,520,0.888
348696,2011,520,0.942
348696,2012,520,0.903
348696,2013,520,0.908
348696,2014,520,0.899
348696,2015,520,0.892
348696,2016,520,0.892
348696,2017,520,0.897
348696,2018,520,0.897
348696,2019,520,0.935
348696,2020,520,0.939
348697,2006,61,0.885
348697,2007,24,0.843
348697,2008,61,0.844
348697,2009,24,0.95
348697,2010,61,0.779
348697,2011,4,0.535
348697,2012,1,0.875
348697,2013,4,0.909
348697,2014,1,1
348697,2015,510,0.71
348697,2016,24,0.975
348697,2017,1,0.973
348697,2018,28,0.548
348697,2019,24,0.902
348697,2020,1,1
348698,2006,61,0.653
348698,2007,24,0.786
348698,2008,61,0.735
348698,2009,24,0.894
348698,2010,61,0.798
348698,2011,24,0.923
348698,2012,1,0.907
348698,2013,61,0.774
348698,2014,24,0.909
348698,2015,1,0.817
348698,2016,61,0.625
348698,2017,24,0.716
348698,2018,1,0.739
348698,2019,61,0.731
348698,2020,24,0.719
348699,2006,520,0.914
348699,2007,520,0.99
348699,2008,520,0.961
348699,2009,520,0.962
348699,2010,520,0.986
348699,2011,520,0.989
348699,2012,520,0.979
348699,2013,520,0.972
348699,2014,520,0.964
348699,2015,520,0.942
348699,2016,520,0.962
348699,2017,520,0.935
348699,2018,520,0.956
348699,2019,520,0.969
348699,2020,520,0.971
348704,2006,4,0.722
348704,2007,4,0.581
348704,2008,1,0.497
348704,2009,4,0.794
348704,2010,1,0.424
348704,2011,24,0.544
348704,2012,510,0.498
348704,2013,510,0.57
348704,2014,510,0.565
348704,2015,510,0.583
348704,2016,510,0.651
348704,2017,510,0.589
348704,2018,510,0.595
348704,2019,510,0.603
348704,2020,510,0.6
348705,2006,1,0.39
348705,2007,520,0.648
348705,2008,510,0.688
348705,2009,510,0.799
348705,2010,510,0.793
348705,2011,510,0.611
348705,2012,510,0.76
348705,2013,510,0.762
348705,2014,61,0.576
348705,2015,4,0.654
348705,2016,510,0.62
348705,2017,510,0.778
348705,2018,510,0.782
348705,2019,510,0.778
348705,2020,510,0.784
348706,2006,61,0.75
348706,2007,520,0.769
348706,2008,4,0.94
348706,2009,1,0.964
348706,2010,61,0.937
348706,2011,24,0.947
348706,2012,1,0.941
348706,2013,24,0.748
348706,2014,24,0.87
348706,2015,4,0.934
348706,2016,61,0.936
348706,2017,24,0.945
348706,2018,1,0.945
348706,2019,1,0.955
348706,2020,61,0.921
348708,2006,520,0.99
348708,2007,520,0.458
348708,2008,510,0.326
348708,2009,4,0.416
348708,2010,540,0.239
348708,2011,4,0.461
348708,2012,520,0.527
348708,2013,24,0.589
348708,2014,1,0.468
348708,2015,61,0.515
348708,2016,24,0.627
348708,2017,4,0.443
348708,2018,61,0.589
348708,2019,4,0.389
348708,2020,61,0.308
348709,2006,520,0.662
348709,2007,520,0.879
348709,2008,520,0.909
348709,2009,520,0.915
348709,2010,520,0.89
348709,2011,520,0.911
348709,2012,520,0.87
348709,2013,520,0.907
348709,2014,520,0.917
348709,2015,520,0.913
348709,2016,520,0.913
348709,2017,520,0.913
348709,2018,520,0.913
348709,2019,520,0.929
348709,2020,520,0.929
348710,2006,4,0.786
348710,2007,4,0.712
348710,2008,4,0.884
348710,2009,4,0.965
348710,2010,1,0.897
348710,2011,61,0.966
348710,2012,4,0.945
348710,2013,61,0.956
348710,2014,24,0.963
348710,2015,1,0.978
348710,2016,61,0.952
348710,2017,1,0.984
348710,2018,4,0.964
348710,2019,61,0.969
348710,2020,24,0.979
348711,2006,520,0.762
348711,2007,520,0.973
348711,2008,520,0.938
348711,2009,520,0.989
348711,2010,520,0.917
348711,2011,520,0.982
348711,2012,520,0.995
348711,2013,520,0.982
348711,2014,520,0.982
348711,2015,520,0.97
348711,2016,520,0.975
348711,2017,520,0.975
348711,2018,520,0.982
348711,2019,520,0.982
348711,2020,520,0.982
348712,2006,24,0.941
348712,2007,1,0.957
348712,2008,1,0.978
348712,2009,1,0.983
348712,2010,24,0.899
348712,2011,1,0.997
348712,2012,1,0.99
348712,2013,4,0.969
348712,2014,1,0.937
348712,2015,1,0.977
348712,2016,1,0.995
348712,2017,1,0.983
348712,2018,1,0.981
348712,2019,1,0.995
348712,2020,24,0.902
348713,2006,61,0.888
348713,2007,24,0.813
348713,2008,61,0.877
348713,2009,24,0.92
348713,2010,1,0.901
348713,2011,61,0.85
348713,2012,24,0.918
348713,2013,1,0.886
348713,2014,61,0.913
348713,2015,24,0.919
348713,2016,1,0.936
348713,2017,61,0.899
348713,2018,24,0.927
348713,2019,1,0.938
348713,2020,61,0.929
348714,2006,61,0.633
348714,2007,24,0.657
348714,2008,61,0.885
348714,2009,24,0.797
348714,2010,61,0.799
348714,2011,24,0.831
348714,2012,61,0.874
348714,2013,24,0.822
348714,2014,61,0.684
348714,2015,24,0.558
348714,2016,61,0.683
348714,2017,24,0.87
348714,2018,1,0.665
348714,2019,1,0.886
348714,2020,4,0.661
348715,2006,520,0.878
348715,2007,24,0.532
348715,2008,24,0.625
348715,2009,24,0.793
348715,2010,1,0.658
348715,2011,1,0.856
348715,2012,61,0.699
348715,2013,24,0.824
348715,2014,1,0.759
348715,2015,61,0.817
348715,2016,24,0.83
348715,2017,1,0.756
348715,2018,1,0.667
348715,2019,4,0.415
348715,2020,1,0.579
348716,2006,61,0.64
348716,2007,1,0.99
348716,2008,5,0.95
348716,2009,1,0.945
348716,2010,5,0.918
348716,2011,1,0.962
348716,2012,5,0.934
348716,2013,1,0.979
348716,2014,1,0.532
348716,2015,1,0.999
348716,2016,5,0.903
348716,2017,1,0.991
348716,2018,5,0.942
348716,2019,1,0.979
348716,2020,1,0.781
348718,2006,24,0.441
348718,2007,1,0.965
348718,2008,24,0.491
348718,2009,24,0.497
348718,2010,1,0.54
348718,2011,1,0.496
348718,2012,1,0.983
348718,2013,1,0.505
348718,2014,4,0.491
348718,2015,1,0.504
348718,2016,1,0.984
348718,2017,1,0.995
348718,2018,1,0.986
348718,2019,4,0.798
348718,2020,61,0.815
348720,2006,24,0.979
348720,2007,4,0.875
348720,2008,61,0.638
348720,2009,24,0.655
348720,2010,1,0.632
348720,2011,61,0.635
348720,2012,24,0.65
348720,2013,1,0.65
348720,2014,61,0.621
348720,2015,24,0.667
348720,2016,1,0.664
348720,2017,61,0.637
348720,2018,24,0.654
348720,2019,1,0.653
348720,2020,61,0.64
348721,2006,24,0.776
348721,2007,1,0.919
348721,2008,61,0.582
348721,2009,61,0.84
348721,2010,61,0.519
348721,2011,24,0.421
348721,2012,520,0.42
348721,2013,61,0.41
348721,2014,520,0.591
348721,2015,61,0.611
348721,2016,61,0.661
348721,2017,61,0.513
348721,2018,24,0.389
348721,2019,61,0.532
348721,2020,24,0.423
348724,2006,1,0.927
348724,2007,1,0.986
348724,2008,1,0.977
348724,2009,1,0.982
348724,2010,1,0.979
348724,2011,5,0.806
348724,2012,1,0.942
348724,2013,1,0.982
348724,2014,5,0.804
348724,2015,24,0.979
348724,2016,1,0.979
348724,2017,1,0.979
348724,2018,1,0.969
348724,2019,4,0.963
348724,2020,1,0.99
348725,2006,1,0.588
348725,2007,1,0.791
348725,2008,1,0.688
348725,2009,1,0.978
348725,2010,1,0.714
348725,2011,1,0.979
348725,2012,1,0.609
348725,2013,1,0.679
348725,2014,1,0.752
348725,2015,1,0.752
348725,2016,1,0.752
348725,2017,1,0.756
348725,2018,1,0.732
348725,2019,1,1
348725,2020,1,1
348726,2006,520,0.93
348726,2007,520,0.949
348726,2008,520,0.96
348726,2009,520,0.942
348726,2010,520,0.924
348726,2011,520,0.967
348726,2012,520,0.953
348726,2013,520,0.969
348726,2014,520,0.967
348726,2015,520,0.963
348726,2016,520,0.963
348726,2017,520,0.963
348726,2018,520,0.963
348726,2019,520,0.883
348726,2020,520,0.882
348727,2006,1,0.887
348727,2007,520,0.827
348727,2008,24,0.663
348727,2009,1,0.839
348727,2010,520,0.61
348727,2011,24,0.776
348727,2012,520,1
348727,2013,520,0.725
348727,2014,520,0.583
348727,2015,1,0.874
348727,2016,520,0.583
348727,2017,520,0.583
348727,2018,1,0.874
348727,2019,4,0.601
348727,2020,1,0.874
348729,2006,1,1
348729,2007,1,1
348729,2008,1,0.985
348729,2009,1,1
348729,2010,1,1
348729,2011,1,0.756
348729,2012,24,0.806
348729,2013,1,1
348729,2014,1,0.74
348729,2015,5,0.629
348729,2016,24,0.806
348729,2017,1,0.838
348729,2018,1,0.993
348729,2019,5,0.768
348729,2020,24,0.99
348731,2006,61,0.51
348731,2007,24,0.827
348731,2008,4,0.95
348731,2009,6,0.599
348731,2010,4,0.83
348731,2011,61,0.399
348731,2012,24,0.968
348731,2013,4,0.967
348731,2014,4,0.922
348731,2015,61,0.93
348731,2016,24,0.95
348731,2017,1,0.966
348731,2018,5,0.766
348731,2019,1,0.967
348731,2020,5,0.714
348732,2006,24,0.525
348732,2007,520,0.785
348732,2008,520,0.408
348732,2009,510,0.878
348732,2010,510,0.995
348732,2011,510,0.918
348732,2012,510,0.996
348732,2013,510,0.996
348732,2014,510,0.717
348732,2015,1,0.977
348732,2016,510,0.995
348732,2017,1,0.957
348732,2018,1,0.722
348732,2019,1,0.93
348732,2020,4,0.821
348733,2006,24,0.922
348733,2007,1,0.516
348733,2008,61,0.929
348733,2009,24,0.847
348733,2010,1,0.457
348733,2011,1,0.542
348733,2012,4,0.851
348733,2013,61,0.923
348733,2014,24,0.758
348733,2015,4,0.965
348733,2016,61,0.814
348733,2017,1,0.578
348733,2018,24,0.972
348733,2019,24,0.371
348733,2020,1,0.568
348734,2006,1,0.48
348734,2007,1,0.35
348734,2008,24,0.606
348734,2009,1,0.856
348734,2010,61,0.693
348734,2011,24,0.746
348734,2012,1,0.746
348734,2013,24,0.302
348734,2014,24,0.748
348734,2015,1,0.715
348734,2016,61,0.647
348734,2017,24,0.712
348734,2018,1,0.808
348734,2019,61,0.698
348734,2020,24,0.698
348735,2006,4,0.824
348735,2007,1,0.993
348735,2008,1,0.99
348735,2009,1,0.847
348735,2010,1,0.975
348735,2011,5,0.97
348735,2012,1,0.991
348735,2013,5,0.911
348735,2014,1,0.979
348735,2015,24,0.897
348735,2016,1,0.992
348735,2017,5,0.979
348735,2018,1,0.983
348735,2019,5,0.955
348735,2020,1,0.998
348736,2006,61,0.736
348736,2007,24,0.626
348736,2008,5,0.629
348736,2009,1,0.663
348736,2010,1,0.705
348736,2011,1,0.99
348736,2012,1,0.764
348736,2013,1,0.713
348736,2014,1,0.993
348736,2015,1,0.98
348736,2016,4,0.839
348736,2017,1,0.993
348736,2018,1,0.992
348736,2019,1,0.994
348736,2020,4,0.92
348737,2006,1,0.851
348737,2007,24,0.443
348737,2008,4,0.866
348737,2009,61,0.781
348737,2010,24,0.785
348737,2011,1,0.974
348737,2012,1,0.866
348737,2013,1,0.974
348737,2014,4,0.515
348737,2015,1,0.893
348737,2016,1,0.91
348737,2017,28,0.434
348737,2018,24,0.87
348737,2019,1,0.885
348737,2020,1,0.786
348739,2006,520,0.937
348739,2007,520,0.937
348739,2008,520,0.954
348739,2009,520,0.954
348739,2010,520,0.973
348739,2011,520,0.954
348739,2012,520,0.954
348739,2013,520,0.954
348739,2014,520,0.954
348739,2015,520,0.954
348739,2016,520,0.954
348739,2017,520,0.954
348739,2018,520,0.954
348739,2019,520,1
348739,2020,520,1
348740,2006,24,0.974
348740,2007,61,0.804
348740,2008,24,0.889
348740,2009,61,0.817
348740,2010,24,0.902
348740,2011,1,0.915
348740,2012,61,0.875
348740,2013,24,0.921
348740,2014,1,0.803
348740,2015,61,0.867
348740,2016,24,0.911
348740,2017,1,0.905
348740,2018,61,0.898
348740,2019,24,0.895
348740,2020,1,0.864
348741,2006,1,0.973
348741,2007,1,0.939
348741,2008,1,0.987
348741,2009,1,0.989
348741,2010,1,0.989
348741,2011,1,0.99
348741,2012,1,0.991
348741,2013,1,0.98
348741,2014,1,0.943
348741,2015,1,0.989
348741,2016,1,0.986
348741,2017,1,0.978
348741,2018,1,0.993
348741,2019,1,0.993
348741,2020,1,0.992
348742,2006,61,0.451
348742,2007,24,0.36
348742,2008,24,0.659
348742,2009,5,0.486
348742,2010,1,0.962
348742,2011,61,0.843
348742,2012,24,0.845
348742,2013,1,0.793
348742,2014,520,0.554
348742,2015,24,0.994
348742,2016,1,0.979
348742,2017,61,0.774
348742,2018,24,0.884
348742,2019,1,0.871
348742,2020,1,0.909
348743,2006,61,0.857
348743,2007,24,0.907
348743,2008,1,0.933
348743,2009,1,0.903
348743,2010,61,0.936
348743,2011,24,0.96
348743,2012,1,0.965
348743,2013,1,0.949
348743,2014,61,0.961
348743,2015,24,0.957
348743,2016,1,0.945
348743,2017,1,0.944
348743,2018,24,0.91
348743,2019,1,0.954
348743,2020,1,0.966
348744,2006,1,0.589
348744,2007,520,0.351
348744,2008,1,0.694
348744,2009,61,0.465
348744,2010,24,0.569
348744,2011,1,0.752
348744,2012,1,0.738
348744,2013,4,0.73
348744,2014,61,0.48
348744,2015,61,0.462
348744,2016,24,0.716
348744,2017,1,0.731
348744,2018,61,0.543
348744,2019,1,0.6
348744,2020,61,0.458
348745,2006,1,0.535
348745,2007,1,0.88
348745,2008,4,0.515
348745,2009,24,0.86
348745,2010,1,0.476
348745,2011,4,0.59
348745,2012,24,0.349
348745,2013,1,0.434
348745,2014,24,0.519
348745,2015,1,0.779
348745,2016,61,0.645
348745,2017,24,0.645
348745,2018,1,0.839
348745,2019,1,0.823
348745,2020,1,0.85
348746,2006,1,0.621
348746,2007,1,0.689
348746,2008,520,0.648
348746,2009,1,0.947
348746,2010,1,0.97
348746,2011,24,0.846
348746,2012,1,0.632
348746,2013,61,0.713
348746,2014,24,0.621
348746,2015,1,0.509
348746,2016,24,0.849
348746,2017,1,0.908
348746,2018,1,0.898
348746,2019,1,0.936
348746,2020,1,0.627
348747,2006,1,0.808
348747,2007,61,0.682
348747,2008,24,0.887
348747,2009,61,0.957
348747,2010,24,0.947
348747,2011,1,0.75
348747,2012,61,0.737
348747,2013,24,0.746
348747,2014,4,0.683
348747,2015,61,0.76
348747,2016,24,0.775
348747,2017,61,0.756
348747,2018,24,0.777
348747,2019,61,0.745
348747,2020,24,0.785
348748,2006,520,0.709
348748,2007,520,0.653
348748,2008,1,0.642
348748,2009,1,0.677
348748,2010,520,0.546
348748,2011,520,0.666
348748,2012,510,0.708
348748,2013,520,0.668
348748,2014,510,0.512
348748,2015,510,0.565
348748,2016,510,0.484
348748,2017,510,0.577
348748,2018,510,0.596
348748,2019,510,0.607
348748,2020,510,0.739
348749,2006,1,0.976
348749,2007,1,0.901
348749,2008,4,0.967
348749,2009,61,0.537
348749,2010,24,0.538
348749,2011,1,0.543
348749,2012,61,0.489
348749,2013,24,0.565
348749,2014,1,0.548
348749,2015,4,0.49
348749,2016,61,0.553
348749,2017,24,0.551
348749,2018,1,0.537
348749,2019,61,0.534
348749,2020,24,0.548
348751,2006,24,0.69
348751,2007,4,0.285
348751,2008,61,0.857
348751,2009,24,0.891
348751,2010,4,0.746
348751,2011,61,0.764
348751,2012,24,0.742
348751,2013,4,0.865
348751,2014,61,0.808
348751,2015,61,0.474
348751,2016,4,0.622
348751,2017,61,0.867
348751,2018,24,0.873
348751,2019,1,0.858
348751,2020,4,0.798
348754,2006,520,0.39
348754,2007,4,0.421
348754,2008,61,0.842
348754,2009,24,0.825
348754,2010,1,0.808
348754,2011,4,0.827
348754,2012,1,0.746
348754,2013,24,0.697
348754,2014,520,0.592
348754,2015,4,0.678
348754,2016,61,0.804
348754,2017,24,0.824
348754,2018,4,0.816
348754,2019,61,0.901
348754,2020,24,0.922
348755,2006,520,0.674
348755,2007,4,0.594
348755,2008,61,0.71
348755,2009,24,0.837
348755,2010,1,0.775
348755,2011,61,0.745
348755,2012,24,0.906
348755,2013,4,0.873
348755,2014,4,0.852
348755,2015,61,0.717
348755,2016,24,0.891
348755,2017,4,0.898
348755,2018,4,0.89
348755,2019,61,0.89
348755,2020,24,0.898
348756,2006,61,0.92
348756,2007,24,0.812
348756,2008,4,0.936
348756,2009,61,0.954
348756,2010,24,0.96
348756,2011,4,0.918
348756,2012,61,0.912
348756,2013,24,0.947
348756,2014,4,0.654
348756,2015,61,0.742
348756,2016,24,0.748
348756,2017,4,0.739
348756,2018,61,0.724
348756,2019,24,0.751
348756,2020,4,0.737
348758,2006,24,0.888
348758,2007,1,0.919
348758,2008,1,0.99
348758,2009,4,0.934
348758,2010,1,0.944
348758,2011,4,0.953
348758,2012,1,0.997
348758,2013,1,0.524
348758,2014,4,0.822
348758,2015,1,0.622
348758,2016,1,0.894
348758,2017,1,0.89
348758,2018,5,0.51
348758,2019,1,0.558
348758,2020,5,0.508
348759,2006,520,0.365
348759,2007,1,0.537
348759,2008,61,0.374
348759,2009,24,0.537
348759,2010,61,0.479
348759,2011,24,0.548
348759,2012,1,0.807
348759,2013,61,0.537
348759,2014,24,0.684
348759,2015,1,0.704
348759,2016,1,0.792
348759,2017,1,0.668
348759,2018,1,0.847
348759,2019,61,0.562
348759,2020,24,0.7
348763,2006,510,0.588
348763,2007,510,0.63
348763,2008,4,0.786
348763,2009,4,0.676
348763,2010,4,0.574
348763,2011,24,0.415
348763,2012,4,0.482
348763,2013,4,0.701
348763,2014,4,0.613
348763,2015,4,0.788
348763,2016,4,0.781
348763,2017,4,0.776
348763,2018,4,0.608
348763,2019,4,0.885
348763,2020,61,0.89
348764,2006,520,0.785
348764,2007,520,0.913
348764,2008,4,0.562
348764,2009,4,0.412
348764,2010,28,0.342
348764,2011,24,0.747
348764,2012,520,0.809
348764,2013,4,0.522
348764,2014,24,0.634
348764,2015,24,0.532
348764,2016,61,0.75
348764,2017,61,0.239
348764,2018,61,0.472
348764,2019,205,0.323
348764,2020,1,0.234
348764,2020,4,0.234
348765,2006,61,0.884
348765,2007,510,0.35
348765,2008,1,0.928
348765,2009,5,0.876
348765,2010,1,0.951
348765,2011,5,0.901
348765,2012,1,0.94
348765,2013,5,0.866
348765,2014,1,0.911
348765,2015,1,0.484
348765,2016,1,0.952
348765,2017,5,0.871
348765,2018,1,0.955
348765,2019,5,0.614
348765,2020,1,0.986
348766,2006,61,0.832
348766,2007,24,0.551
348766,2008,61,0.944
348766,2009,24,0.938
348766,2010,61,0.915
348766,2011,24,0.939
348766,2012,61,0.762
348766,2013,24,0.921
